source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
TR-S033,Turkey,Necmettin Erbakan University ethics committee review examples,https://erbakan.edu.tr/storage/departments/files/79999903/ET%C4%B0K%20%C4%B0HLAL%20DOK%C3%9CMANLARI/6-%20ET%C4%B0K%20KURUL%20%C4%B0NCELEME%20%C3%96RNEKLER%C4%B0.pdf,PDF,institutional procedures,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"Official university-hosted example material for ethics committee review; procedural case-like source, not a decision archive."
TR-S034,Turkey,Necmettin Erbakan University plagiarism complaint-standing precedent,https://erbakan.edu.tr/storage/departments/files/79999903/ET%C4%B0K%20%C4%B0HLAL%20DOK%C3%9CMANLARI/3-%20%28EMSAL%20KARAR%29%20%C4%B0NT%C4%B0HAL%20SU%C3%87UNDA%20SORU%C5%9ETURMA%20A%C3%87ILAB%C4%B0LMES%C4%B0%20%C4%B0%C3%87%C4%B0N%2C%20ESER%20SAH%C4%B0B%C4%B0M%C4%B0%20%C5%9E%C4%B0KAYET%C3%87%C4%B0%20OLMALI%20MI.pdf,PDF,transparency and case publication,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"University-hosted Council of State precedent on whether the work owner must be complainant in plagiarism-related proceedings; case-law visibility rather than local finding publication."
TR-S035,Turkey,Necmettin Erbakan University plagiarism limitation-period precedent,https://erbakan.edu.tr/storage/departments/files/79999903/ET%C4%B0K%20%C4%B0HLAL%20DOK%C3%9CMANLARI/4-%20%28EMSAL%20KARAR%29%20%C4%B0NT%C4%B0HAL%20SU%C3%87UNDA%20ZAMANA%C5%9EIMINA%20DA%C4%B0R%20KARAR.pdf,PDF,transparency and case publication,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"University-hosted Council of State precedent on limitation-period treatment in plagiarism-related proceedings; useful institutional micro-publication evidence."
TR-S036,Turkey,GIBTU science and engineering ethics board principles,https://www.gibtu.edu.tr/fmbetikkurul/icerik/30821,Website,institutional procedures,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"Current 28 August 2025 local board page stating review and decision powers under the YOK and university directives, including application-triggered and ex officio review."
TR-S037,Turkey,GIBTU science and engineering ethics board meeting dates,https://www.gibtu.edu.tr/fmbetikkurul/icerik/30822,Website,institutional procedures,2026-04-24,Turkey committee and case-file pilot,data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,"Current 28 August 2025 local board page stating monthly meetings when applications exist and possible extraordinary meetings."
UA-S030,Ukraine,NAQA complaints and reports on plagiarism fabrication and falsification,https://naqa.gov.ua/%D1%81%D0%BA%D0%B0%D1%80%D0%B3%D0%B8-%D0%BF%D0%BE%D0%B2%D1%96%D0%B4%D0%BE%D0%BC%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F-%D1%89%D0%BE%D0%B4%D0%BE-%D1%84%D0%B0%D0%BA%D1%82%D1%96%D0%B2-%D0%B0%D0%BA%D0%B0%D0%B4/,Website,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,"Structured official NAQA page of complaints and reports accepted by the Ethics Committee, with linked complaint, acceptance-decision and case-decision PDFs."
UA-S031,Ukraine,NAQA Ethics Committee decision No. 59 (195),https://naqa.gov.ua/wp-content/uploads/2025/11/%D0%A0%D1%96%D1%88%D0%B5%D0%BD%D0%BD%D1%8F-59-195.pdf,PDF,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Representative 25 November 2025 decision on academic plagiarism and fabrication in a doctoral dissertation/publication route; proof of case-file depth behind the NAQA page.
UA-S032,Ukraine,MON Attestation Board decisions 3 July 2025,https://mon.gov.ua/news/atestatsiina-kolehiia-mon-provela-cherhove-zasidannia-ukhvaleno-nyzku-vazhlyvykh-rishen,Website,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Official ministry consequence notice stating that two persons were deprived of scientific degrees on the basis of NAQA conclusions about academic plagiarism.
UA-S033,Ukraine,MON Attestation Board decisions 7 October 2025,https://mon.gov.ua/news/atestatsiina-kolehiia-mon-ukhvalyla-cherhovi-rishennia,Website,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Official ministry consequence notice linking NAQA plagiarism decisions to scientific-degree and attestation outcomes.
UA-S034,Ukraine,NASU Commission academic integrity case notice,https://www.nas.gov.ua/news/komisiya-pri-prezidi-nan-ukrani-iz-zahistu-nauki-protidi-psevdonauci-ta-falsifikaci-naukovih-doslidzhen-rozglyanula-povidomlennya-pro-porushennya-akademichno-dobrochesnosti,Website,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Official academy case notice from 4 April 2025 with linked full decision; useful NASU micro-publication node.
UA-S035,Ukraine,NASU full decision on academic integrity case,https://www.nas.gov.ua/storage/editor/files/povnii-tekst-risennya.pdf,PDF,transparency and case publication,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Full decision PDF linked from the NASU Commission case notice; academy-level case opinion/decision source.
UA-S036,Ukraine,KPI rectorate note on Code of Honor authorship case,https://kpi.ua/node/18259,Website,institutional procedures,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Official university governance note stating that the academic-integrity and corporate-ethics commission completed review of a Code of Honor issue about author composition of a scientific article.
UA-S037,Ukraine,DEC basics of ethics committees at clinical-trial sites,https://www.dec.gov.ua/materials/osnovy-diyalnosti-komisij-z-pytan-etyky-pry-likuvalno-profilaktychnyh-zakladah-v-yakyh-provodyatsya-klinichni-vyprobuvannya-likarskyh-zasobiv/,Website,ethics and boundary regimes,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,"Official State Expert Center page explaining clinical-trial ethics committees, Order No. 690 and ethics assessment of clinical-trial materials; boundary route not general misconduct publication."
UA-S038,Ukraine,Law On Protection of Animals from Cruel Treatment,https://zakon.rada.gov.ua/go/3447-15,Website,ethics and boundary regimes,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,"Official Rada law source for powers over scientific animal experiments, including control, lists and permits; animal-research boundary route."
UA-S039,Ukraine,Procedure for scientific institutions experiments on animals,https://zakon.rada.gov.ua/go/z0416-12,Website,ethics and boundary regimes,2026-04-24,Ukraine committee and case-file pilot,data/Ukraine/raw documentation/source notes/Ukraine deep-dive sources.md,Official Rada/MON order and procedure for scientific animal experiments including ethics or bioethics committee monitoring and local bioethics committee reporting.
RU-S030,Russia,VAK GIS Nauka attestation orders,https://vak.gisnauka.ru/diplomas-npa-certificates-evidence/orders,Website,decision archive,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Official VAK/GIS Nauka order stream for degree, diploma, council and attestation consequences; high-priority extraction target with local access instability."
RU-S031,Russia,VAK order No. 945/nk refusal to strip degree,https://vak.gisnauka.ru/s3-files/01cc80c69fae4988a0246a8f5e2774e7%3Afisgna/public/media/uploaded/news_files/7b999188-9e03-4484-b522-34c15976b8a2/52742900-6304-4db5-b781-cd9384fa5723.pdf,PDF,transparency and case publication,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Representative 2 October 2025 official attestation order refusing degree deprivation after expert-council and VAK review."
RU-S032,Russia,VAK diploma-refusal attestation order,https://vak.gisnauka.ru/s3-files/01cc80c69fae4988a0246a8f5e2774e7%3Afisgna/public/media/uploaded/news_files/837f47d2-6842-4fcb-945c-e05410f70fe8/aa6644f6-d2f8-4b96-b49e-be374a9432b2.pdf,PDF,transparency and case publication,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Representative official order cancelling a dissertation-council award decision and refusing diploma issuance; case-like attestation output."
RU-S033,Russia,VAK GIS Nauka dissertation announcement list,https://vak.gisnauka.ru/adverts-list,Website,register/database,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Official VAK dissertation-card list for defense and attestation metadata; extraction target but not misconduct case publication."
RU-S034,Russia,VAK dissertation card representative,https://vak.gisnauka.ru/adverts-list/advert-card/183051,Website,register/database,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Representative official VAK dissertation announcement card proving metadata depth behind the register."
RU-S035,Russia,GIS Nauka attestation information composition order,https://vak.gisnauka.ru/foreign/s3-files/01cc80c69fae4988a0246a8f5e2774e7%3Afisgna/public/media/uploaded/news_files/610f0841-34c9-472d-80cd-291b70fcb88e/%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7_%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%B8_%D0%B2%D1%8B%D1%81_eZZisog.pdf,PDF,law references,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Official order defining information included in the federal scientific-attestation information system, including appeals, deprivation applications and ministry orders."
RU-S036,Russia,ANRI retracted articles database,https://rassep.ru/retracted/,Website,decision archive / retraction database,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Professional publication-ethics database with article metadata, retraction dates and reasons; high-priority extraction target but not state adjudication."
RU-S037,Russia,RAS first ethics council meeting,https://new.ras.ru/press-center/v-ran-proshlo-pervoe-zasedanie-soveta-po-etike-nauchnykh-issledovaniy/?sphrase_id=18814635,Website,research integrity offices and bodies,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Official 12 November 2025 RAS news source confirming the new ethics council's first meeting and coordination role; governance source, not case archive."
RU-S038,Russia,GRLS clinical-trial permissions register,https://grls.rosminzdrav.ru/CIPermitionReg.aspx,Website,ethics and boundary regimes / boundary database,2026-04-24,Russia committee and case-file pilot,data/Russia/raw documentation/source notes/Russia deep-dive sources.md,"Official clinical-trial permission and status register; boundary extraction target, not general research-misconduct publication."
